module,role,elements,zeros,blocks,zero_blocks,block_tail_elements,channels,zero_channels,positions,zero_positions,zero_percent,zero_block_percent
backbone.stages.0.op_list.0.main.point_conv.conv,input,401408,14335,25088,37,0,128,0,6272,0,3.571179448341837,0.14748086734693877
backbone.stages.0.op_list.0.main.point_conv.conv,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.0.main.point_conv.norm,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.0.main.point_conv.norm,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.0,input,401408,0,25088,0,0,32,0,25088,0,0.0,0.0
backbone.stages.0.op_list.0,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.inverted_conv.conv,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.inverted_conv.conv,output,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.inverted_conv.norm,input,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.inverted_conv.norm,output,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.inverted_conv.act,input,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.inverted_conv.act,output,802816,33146,50176,19,0,256,0,6272,0,4.128716916454081,0.03786670918367347
backbone.stages.0.op_list.1.main.depth_conv.conv,input,802816,33146,50176,19,0,256,0,6272,0,4.128716916454081,0.03786670918367347
backbone.stages.0.op_list.1.main.depth_conv.conv,output,802816,1480,50176,1,0,256,0,6272,0,0.18435108418367346,0.001992984693877551
backbone.stages.0.op_list.1.main.depth_conv.norm,input,802816,1480,50176,1,0,256,0,6272,0,0.18435108418367346,0.001992984693877551
backbone.stages.0.op_list.1.main.depth_conv.norm,output,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.depth_conv.act,input,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.depth_conv.act,output,802816,56975,50176,105,0,256,0,6272,0,7.0968939333545915,0.20926339285714285
backbone.stages.0.op_list.1.main.point_conv.conv,input,802816,56975,50176,105,0,256,0,6272,0,7.0968939333545915,0.20926339285714285
backbone.stages.0.op_list.1.main.point_conv.conv,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.point_conv.norm,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.main.point_conv.norm,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.shortcut,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1.shortcut,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.0.op_list.1,output,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0.main.inverted_conv.conv,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0.main.inverted_conv.conv,output,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0.main.inverted_conv.norm,input,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0.main.inverted_conv.norm,output,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0.main.inverted_conv.act,input,802816,0,50176,0,0,256,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0.main.inverted_conv.act,output,802816,38357,50176,8,0,256,0,6272,0,4.777807118941326,0.01594387755102041
backbone.stages.1.op_list.0.main.depth_conv.conv,input,802816,38357,50176,8,0,256,0,6272,0,4.777807118941326,0.01594387755102041
backbone.stages.1.op_list.0.main.depth_conv.conv,output,200704,328,12544,0,0,256,0,1568,0,0.1634247448979592,0.0
backbone.stages.1.op_list.0.main.depth_conv.norm,input,200704,328,12544,0,0,256,0,1568,0,0.1634247448979592,0.0
backbone.stages.1.op_list.0.main.depth_conv.norm,output,200704,0,12544,0,0,256,0,1568,0,0.0,0.0
backbone.stages.1.op_list.0.main.depth_conv.act,input,200704,0,12544,0,0,256,0,1568,0,0.0,0.0
backbone.stages.1.op_list.0.main.depth_conv.act,output,200704,1625,12544,0,0,256,0,1568,0,0.8096500318877551,0.0
backbone.stages.1.op_list.0.main.point_conv.conv,input,200704,1625,12544,0,0,256,0,1568,0,0.8096500318877551,0.0
backbone.stages.1.op_list.0.main.point_conv.conv,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.0.main.point_conv.norm,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.0.main.point_conv.norm,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.0,input,200704,0,12544,0,0,64,0,6272,0,0.0,0.0
backbone.stages.1.op_list.0,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.inverted_conv.conv,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.inverted_conv.conv,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.inverted_conv.norm,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.inverted_conv.norm,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.inverted_conv.act,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.inverted_conv.act,output,401408,10421,25088,86,0,512,0,1568,0,2.596111686862245,0.34279336734693877
backbone.stages.1.op_list.1.main.depth_conv.conv,input,401408,10421,25088,86,0,512,0,1568,0,2.596111686862245,0.34279336734693877
backbone.stages.1.op_list.1.main.depth_conv.conv,output,401408,2861,25088,41,0,512,0,1568,0,0.7127411511479592,0.1634247448979592
backbone.stages.1.op_list.1.main.depth_conv.norm,input,401408,2861,25088,41,0,512,0,1568,0,0.7127411511479592,0.1634247448979592
backbone.stages.1.op_list.1.main.depth_conv.norm,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.depth_conv.act,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.depth_conv.act,output,401408,6295,25088,2,0,512,0,1568,0,1.5682298309948979,0.007971938775510204
backbone.stages.1.op_list.1.main.point_conv.conv,input,401408,6295,25088,2,0,512,0,1568,0,1.5682298309948979,0.007971938775510204
backbone.stages.1.op_list.1.main.point_conv.conv,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.point_conv.norm,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.main.point_conv.norm,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.shortcut,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1.shortcut,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.1,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.inverted_conv.conv,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.inverted_conv.conv,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.inverted_conv.norm,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.inverted_conv.norm,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.inverted_conv.act,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.inverted_conv.act,output,401408,16699,25088,9,0,512,0,1568,0,4.160106425382653,0.03587372448979592
backbone.stages.1.op_list.2.main.depth_conv.conv,input,401408,16699,25088,9,0,512,0,1568,0,4.160106425382653,0.03587372448979592
backbone.stages.1.op_list.2.main.depth_conv.conv,output,401408,871,25088,4,0,512,0,1568,0,0.21698620854591838,0.01594387755102041
backbone.stages.1.op_list.2.main.depth_conv.norm,input,401408,871,25088,4,0,512,0,1568,0,0.21698620854591838,0.01594387755102041
backbone.stages.1.op_list.2.main.depth_conv.norm,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.depth_conv.act,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.depth_conv.act,output,401408,2922,25088,4,0,512,0,1568,0,0.7279376594387755,0.01594387755102041
backbone.stages.1.op_list.2.main.point_conv.conv,input,401408,2922,25088,4,0,512,0,1568,0,0.7279376594387755,0.01594387755102041
backbone.stages.1.op_list.2.main.point_conv.conv,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.point_conv.norm,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.main.point_conv.norm,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.shortcut,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2.shortcut,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.1.op_list.2,output,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.2.op_list.0.main.inverted_conv.conv,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.2.op_list.0.main.inverted_conv.conv,output,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.2.op_list.0.main.inverted_conv.act,input,401408,0,25088,0,0,512,0,1568,0,0.0,0.0
backbone.stages.2.op_list.0.main.inverted_conv.act,output,401408,6056,25088,0,0,512,0,1568,0,1.5086894132653061,0.0
backbone.stages.2.op_list.0.main.depth_conv.conv,input,401408,6056,25088,0,0,512,0,1568,0,1.5086894132653061,0.0
backbone.stages.2.op_list.0.main.depth_conv.conv,output,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.0.main.depth_conv.act,input,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.0.main.depth_conv.act,output,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.0.main.point_conv.conv,input,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.0.main.point_conv.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.0.main.point_conv.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.0.main.point_conv.norm,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.0,input,100352,0,6272,0,0,128,0,1568,0,0.0,0.0
backbone.stages.2.op_list.0,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.qkv.conv,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.qkv.conv,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.aggreg.0.0,input,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.aggreg.0.0,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.aggreg.0.1,input,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.aggreg.0.1,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.kernel_func,input,200704,0,12544,0,0,64,0,12544,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.kernel_func,output,200704,101564,12544,1939,0,64,0,12544,3,50.603874362244895,15.457589285714286
backbone.stages.2.op_list.1.context_module.main,Q_after_ReLU,100352,40017,6272,726,0,,,,,39.876634247448976,11.575255102040817
backbone.stages.2.op_list.1.context_module.main,K_after_ReLU,100352,61547,6272,1213,0,,,,,61.33111447704081,19.339923469387756
backbone.stages.2.op_list.1.context_module.main,V,100352,0,6272,0,0,,,,,0.0,0.0
backbone.stages.2.op_list.1.context_module.main,VK_padded,8704,221,544,0,0,,,,,2.5390625,0.0
backbone.stages.2.op_list.1.context_module.main.proj.conv,input,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.proj.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.proj.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main.proj.norm,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.main,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.shortcut,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module.shortcut,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.context_module,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.inverted_conv.conv,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.inverted_conv.conv,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.inverted_conv.act,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.inverted_conv.act,output,200704,9104,12544,3,0,1024,0,392,0,4.536033163265306,0.02391581632653061
backbone.stages.2.op_list.1.local_module.main.depth_conv.conv,input,200704,9104,12544,3,0,1024,0,392,0,4.536033163265306,0.02391581632653061
backbone.stages.2.op_list.1.local_module.main.depth_conv.conv,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.depth_conv.act,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.depth_conv.act,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.point_conv.conv,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.point_conv.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.point_conv.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.main.point_conv.norm,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.shortcut,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module.shortcut,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.1.local_module,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.qkv.conv,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.qkv.conv,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.aggreg.0.0,input,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.aggreg.0.0,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.aggreg.0.1,input,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.aggreg.0.1,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.kernel_func,input,200704,0,12544,0,0,64,0,12544,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.kernel_func,output,200704,99613,12544,750,0,64,0,12544,0,49.63179607780612,5.978954081632653
backbone.stages.2.op_list.2.context_module.main,Q_after_ReLU,100352,46222,6272,355,0,,,,,46.05986926020408,5.660076530612245
backbone.stages.2.op_list.2.context_module.main,K_after_ReLU,100352,53391,6272,395,0,,,,,53.20372289540816,6.297831632653061
backbone.stages.2.op_list.2.context_module.main,V,100352,0,6272,0,0,,,,,0.0,0.0
backbone.stages.2.op_list.2.context_module.main,VK_padded,8704,68,544,0,0,,,,,0.78125,0.0
backbone.stages.2.op_list.2.context_module.main.proj.conv,input,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.proj.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.proj.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main.proj.norm,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.main,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.shortcut,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module.shortcut,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.context_module,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.inverted_conv.conv,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.inverted_conv.conv,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.inverted_conv.act,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.inverted_conv.act,output,200704,12669,12544,17,0,1024,0,392,0,6.312280771683674,0.13552295918367346
backbone.stages.2.op_list.2.local_module.main.depth_conv.conv,input,200704,12669,12544,17,0,1024,0,392,0,6.312280771683674,0.13552295918367346
backbone.stages.2.op_list.2.local_module.main.depth_conv.conv,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.depth_conv.act,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.depth_conv.act,output,200704,2,12544,0,0,1024,0,392,0,0.0009964923469387755,0.0
backbone.stages.2.op_list.2.local_module.main.point_conv.conv,input,200704,2,12544,0,0,1024,0,392,0,0.0009964923469387755,0.0
backbone.stages.2.op_list.2.local_module.main.point_conv.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.point_conv.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.main.point_conv.norm,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.shortcut,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module.shortcut,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.2.local_module,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.qkv.conv,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.qkv.conv,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.aggreg.0.0,input,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.aggreg.0.0,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.aggreg.0.1,input,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.aggreg.0.1,output,150528,0,9408,0,0,768,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.kernel_func,input,200704,0,12544,0,0,64,0,12544,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.kernel_func,output,200704,110787,12544,717,0,64,0,12544,3,55.199198820153065,5.715880102040816
backbone.stages.2.op_list.3.context_module.main,Q_after_ReLU,100352,51431,6272,285,0,,,,,51.25059789540816,4.544005102040816
backbone.stages.2.op_list.3.context_module.main,K_after_ReLU,100352,59356,6272,432,0,,,,,59.14779974489796,6.887755102040816
backbone.stages.2.op_list.3.context_module.main,V,100352,0,6272,0,0,,,,,0.0,0.0
backbone.stages.2.op_list.3.context_module.main,VK_padded,8704,17,544,0,0,,,,,0.1953125,0.0
backbone.stages.2.op_list.3.context_module.main.proj.conv,input,100352,0,6272,0,0,512,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.proj.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.proj.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main.proj.norm,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.main,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.shortcut,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module.shortcut,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.context_module,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.conv,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.conv,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.act,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.act,output,200704,16258,12544,5,0,1024,0,392,0,8.100486288265307,0.03985969387755102
backbone.stages.2.op_list.3.local_module.main.depth_conv.conv,input,200704,16258,12544,5,0,1024,0,392,0,8.100486288265307,0.03985969387755102
backbone.stages.2.op_list.3.local_module.main.depth_conv.conv,output,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.depth_conv.act,input,200704,0,12544,0,0,1024,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.depth_conv.act,output,200704,1,12544,0,0,1024,0,392,0,0.0004982461734693878,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.conv,input,200704,1,12544,0,0,1024,0,392,0,0.0004982461734693878,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.conv,output,50176,0,3136,0,0,256,0,392,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.norm,input,50176,0,3136,0,0,256,0,392,0,0.0,0.0
