module,role,elements,zeros,blocks,zero_blocks,block_tail_elements,channels,zero_channels,positions,zero_positions,zero_percent,zero_block_percent
backbone.stages.2.op_list.3.local_module.main.inverted_conv.conv,input,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.conv,output,2508800,0,156800,0,0,12800,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.act,input,2508800,0,156800,0,0,12800,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.inverted_conv.act,output,2508800,209178,156800,112,0,12800,0,4900,0,8.337771045918368,0.07142857142857142
backbone.stages.2.op_list.3.local_module.main.depth_conv.conv,input,2508800,209178,156800,112,0,12800,0,4900,0,8.337771045918368,0.07142857142857142
backbone.stages.2.op_list.3.local_module.main.depth_conv.conv,output,2508800,0,156800,0,0,12800,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.depth_conv.act,input,2508800,0,156800,0,0,12800,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.depth_conv.act,output,2508800,3,156800,0,0,12800,0,4900,0,0.00011957908163265306,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.conv,input,2508800,3,156800,0,0,12800,0,4900,0,0.00011957908163265306,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.conv,output,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.norm,input,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.main.point_conv.norm,output,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.shortcut,input,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module.shortcut,output,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module,input,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.2.op_list.3.local_module,output,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.3.op_list.0.main.inverted_conv.conv,input,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.3.op_list.0.main.inverted_conv.conv,output,2508800,0,156800,0,0,12800,0,4900,0,0.0,0.0
backbone.stages.3.op_list.0.main.inverted_conv.act,input,2508800,0,156800,0,0,12800,0,4900,0,0.0,0.0
backbone.stages.3.op_list.0.main.inverted_conv.act,output,2508800,108997,156800,7,0,12800,0,4900,0,4.344587053571429,0.004464285714285714
backbone.stages.3.op_list.0.main.depth_conv.conv,input,2508800,108997,156800,7,0,12800,0,4900,0,4.344587053571429,0.004464285714285714
backbone.stages.3.op_list.0.main.depth_conv.conv,output,627200,0,39200,0,0,12800,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0.main.depth_conv.act,input,627200,0,39200,0,0,12800,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0.main.depth_conv.act,output,627200,0,39200,0,0,12800,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0.main.point_conv.conv,input,627200,0,39200,0,0,12800,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0.main.point_conv.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0.main.point_conv.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0.main.point_conv.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.0,input,627200,0,39200,0,0,3200,0,4900,0,0.0,0.0
backbone.stages.3.op_list.0,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.qkv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.qkv.conv,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.aggreg.0.0,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.aggreg.0.0,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.aggreg.0.1,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.aggreg.0.1,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.kernel_func,input,1254400,0,78400,0,0,1600,0,39200,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.kernel_func,output,1254400,683480,78400,8861,0,1600,0,39200,0,54.486607142857146,11.302295918367347
backbone.stages.3.op_list.1.context_module.main,Q_after_ReLU,627200,325218,39200,3979,0,,,,,51.85235969387755,10.150510204081632
backbone.stages.3.op_list.1.context_module.main,K_after_ReLU,627200,358262,39200,4882,0,,,,,57.12085459183673,12.454081632653061
backbone.stages.3.op_list.1.context_module.main,V,627200,0,39200,0,0,,,,,0.0,0.0
backbone.stages.3.op_list.1.context_module.main,VK_padded,217600,8585,13600,0,0,,,,,3.9453125,0.0
backbone.stages.3.op_list.1.context_module.main.proj.conv,input,627200,0,39200,0,0,12800,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.proj.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.proj.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main.proj.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.main,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.context_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.inverted_conv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.inverted_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.inverted_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.inverted_conv.act,output,1254400,133537,78400,191,0,25600,14,1225,0,10.645487882653061,0.24362244897959184
backbone.stages.3.op_list.1.local_module.main.depth_conv.conv,input,1254400,133537,78400,191,0,25600,14,1225,0,10.645487882653061,0.24362244897959184
backbone.stages.3.op_list.1.local_module.main.depth_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.depth_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.depth_conv.act,output,1254400,33,78400,0,0,25600,0,1225,0,0.0026307397959183672,0.0
backbone.stages.3.op_list.1.local_module.main.point_conv.conv,input,1254400,33,78400,0,0,25600,0,1225,0,0.0026307397959183672,0.0
backbone.stages.3.op_list.1.local_module.main.point_conv.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.point_conv.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.main.point_conv.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.1.local_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.qkv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.qkv.conv,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.aggreg.0.0,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.aggreg.0.0,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.aggreg.0.1,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.aggreg.0.1,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.kernel_func,input,1254400,0,78400,0,0,1600,0,39200,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.kernel_func,output,1254400,727635,78400,7869,0,1600,0,39200,0,58.006616709183675,10.036989795918368
backbone.stages.3.op_list.2.context_module.main,Q_after_ReLU,627200,341508,39200,2943,0,,,,,54.44961734693877,7.50765306122449
backbone.stages.3.op_list.2.context_module.main,K_after_ReLU,627200,386127,39200,4926,0,,,,,61.56361607142857,12.566326530612244
backbone.stages.3.op_list.2.context_module.main,V,627200,0,39200,0,0,,,,,0.0,0.0
backbone.stages.3.op_list.2.context_module.main,VK_padded,217600,4879,13600,0,0,,,,,2.2421875,0.0
backbone.stages.3.op_list.2.context_module.main.proj.conv,input,627200,32,39200,0,0,12800,0,1225,0,0.00510204081632653,0.0
backbone.stages.3.op_list.2.context_module.main.proj.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.proj.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main.proj.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.main,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.context_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.inverted_conv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.inverted_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.inverted_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.inverted_conv.act,output,1254400,268075,78400,416,0,25600,16,1225,0,21.37077487244898,0.5306122448979592
backbone.stages.3.op_list.2.local_module.main.depth_conv.conv,input,1254400,268075,78400,416,0,25600,16,1225,0,21.37077487244898,0.5306122448979592
backbone.stages.3.op_list.2.local_module.main.depth_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.depth_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.depth_conv.act,output,1254400,36,78400,0,0,25600,0,1225,0,0.0028698979591836736,0.0
backbone.stages.3.op_list.2.local_module.main.point_conv.conv,input,1254400,36,78400,0,0,25600,0,1225,0,0.0028698979591836736,0.0
backbone.stages.3.op_list.2.local_module.main.point_conv.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.point_conv.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.main.point_conv.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.2.local_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.qkv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.qkv.conv,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.aggreg.0.0,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.aggreg.0.0,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.aggreg.0.1,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.aggreg.0.1,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.kernel_func,input,1254400,0,78400,0,0,1600,0,39200,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.kernel_func,output,1254400,762196,78400,9944,0,1600,0,39200,14,60.761798469387756,12.683673469387756
backbone.stages.3.op_list.3.context_module.main,Q_after_ReLU,627200,346509,39200,3360,0,,,,,55.24697066326531,8.571428571428571
backbone.stages.3.op_list.3.context_module.main,K_after_ReLU,627200,415687,39200,6584,0,,,,,66.27662627551021,16.79591836734694
backbone.stages.3.op_list.3.context_module.main,V,627200,0,39200,0,0,,,,,0.0,0.0
backbone.stages.3.op_list.3.context_module.main,VK_padded,217600,10523,13600,0,0,,,,,4.8359375,0.0
backbone.stages.3.op_list.3.context_module.main.proj.conv,input,627200,0,39200,0,0,12800,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.proj.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.proj.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main.proj.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.main,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.context_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.inverted_conv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.inverted_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.inverted_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.inverted_conv.act,output,1254400,453133,78400,2058,0,25600,148,1225,0,36.12348533163265,2.625
backbone.stages.3.op_list.3.local_module.main.depth_conv.conv,input,1254400,453133,78400,2058,0,25600,148,1225,0,36.12348533163265,2.625
backbone.stages.3.op_list.3.local_module.main.depth_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.depth_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.depth_conv.act,output,1254400,901,78400,0,0,25600,0,1225,0,0.07182716836734694,0.0
backbone.stages.3.op_list.3.local_module.main.point_conv.conv,input,1254400,901,78400,0,0,25600,0,1225,0,0.07182716836734694,0.0
backbone.stages.3.op_list.3.local_module.main.point_conv.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.point_conv.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.main.point_conv.norm,output,313600,3,19600,0,0,6400,0,1225,0,0.0009566326530612245,0.0
backbone.stages.3.op_list.3.local_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.3.local_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.qkv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.qkv.conv,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.aggreg.0.0,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.aggreg.0.0,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.aggreg.0.1,input,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.aggreg.0.1,output,940800,0,58800,0,0,19200,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.kernel_func,input,1254400,0,78400,0,0,1600,0,39200,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.kernel_func,output,1254400,739655,78400,11777,0,1600,0,39200,3,58.96484375,15.021683673469388
backbone.stages.3.op_list.4.context_module.main,Q_after_ReLU,627200,316320,39200,3436,0,,,,,50.433673469387756,8.76530612244898
backbone.stages.3.op_list.4.context_module.main,K_after_ReLU,627200,423335,39200,8341,0,,,,,67.49601403061224,21.278061224489797
backbone.stages.3.op_list.4.context_module.main,V,627200,0,39200,0,0,,,,,0.0,0.0
backbone.stages.3.op_list.4.context_module.main,VK_padded,217600,14093,13600,0,0,,,,,6.4765625,0.0
backbone.stages.3.op_list.4.context_module.main.proj.conv,input,627200,16,39200,0,0,12800,0,1225,0,0.002551020408163265,0.0
backbone.stages.3.op_list.4.context_module.main.proj.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.proj.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main.proj.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.main,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.context_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.inverted_conv.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.inverted_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.inverted_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.inverted_conv.act,output,1254400,631660,78400,6751,0,25600,929,1225,0,50.355548469387756,8.610969387755102
backbone.stages.3.op_list.4.local_module.main.depth_conv.conv,input,1254400,631660,78400,6751,0,25600,929,1225,0,50.355548469387756,8.610969387755102
backbone.stages.3.op_list.4.local_module.main.depth_conv.conv,output,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.depth_conv.act,input,1254400,0,78400,0,0,25600,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.depth_conv.act,output,1254400,1217,78400,47,0,25600,23,1225,0,0.09701849489795919,0.05994897959183673
backbone.stages.3.op_list.4.local_module.main.point_conv.conv,input,1254400,1217,78400,47,0,25600,23,1225,0,0.09701849489795919,0.05994897959183673
backbone.stages.3.op_list.4.local_module.main.point_conv.conv,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.point_conv.norm,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.main.point_conv.norm,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.shortcut,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module.shortcut,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
backbone.stages.3.op_list.4.local_module,output,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
head.op_list.0.conv,input,313600,0,19600,0,0,6400,0,1225,0,0.0,0.0
head.op_list.0.conv,output,1881600,0,117600,0,0,38400,0,1225,0,0.0,0.0
head.op_list.0.norm,input,1881600,0,117600,0,0,38400,0,1225,0,0.0,0.0
head.op_list.0.norm,output,1881600,0,117600,0,0,38400,0,1225,0,0.0,0.0
head.op_list.0.act,input,1881600,0,117600,0,0,38400,0,1225,0,0.0,0.0
head.op_list.0.act,output,1881600,1350550,117600,24773,0,38400,2664,1225,0,71.7766794217687,21.06547619047619
head.op_list.1,input,1881600,1350550,117600,24773,0,38400,2664,1225,0,71.7766794217687,21.06547619047619
head.op_list.1,output,38400,2664,2400,0,0,38400,2664,25,0,6.9375,0.0
head.op_list.2.linear,input,38400,2664,2400,0,0,,,,,6.9375,0.0
head.op_list.2.linear,output,40000,0,2500,0,0,,,,,0.0,0.0
head.op_list.2.norm,input,40000,0,2500,0,0,,,,,0.0,0.0
head.op_list.2.norm,output,40000,0,2500,0,0,,,,,0.0,0.0
head.op_list.2.act,input,40000,0,2500,0,0,,,,,0.0,0.0
head.op_list.2.act,output,40000,5425,2500,0,0,,,,,13.5625,0.0
head.op_list.3.linear,input,40000,5425,2500,0,0,,,,,13.5625,0.0
head.op_list.3.linear,output,25000,0,1550,0,200,,,,,0.0,0.0
